频率(Hz),功率谱密度
2.676074606292237235e+01,2.284708976745605469e+01
2.689590134606844529e+01,2.325189971923828125e+01
2.703105662921451824e+01,2.475057792663574219e+01
2.716621191236059119e+01,2.511865234375000000e+01
2.730136719550666058e+01,2.581577682495117188e+01
2.743652247865273353e+01,2.384319114685058594e+01
2.757167776179880647e+01,2.142100334167480469e+01
2.770683304494487942e+01,2.329009246826171875e+01
2.784198832809095236e+01,2.429474830627441406e+01
2.797714361123702531e+01,2.254237937927246094e+01
2.811229889438309826e+01,2.214929580688476562e+01
2.824745417752917120e+01,2.086832618713378906e+01
2.838260946067524415e+01,2.025716400146484375e+01
2.851776474382131710e+01,2.220934295654296875e+01
2.865292002696738649e+01,2.214697647094726562e+01
2.878807531011345944e+01,1.900239372253417969e+01
2.892323059325953238e+01,1.845137214660644531e+01
2.905838587640560533e+01,1.910837936401367188e+01
2.919354115955167828e+01,2.202567291259765625e+01
2.932869644269775122e+01,2.246115875244140625e+01
2.946385172584382417e+01,2.077042007446289062e+01
2.959900700898989712e+01,2.359416580200195312e+01
2.973416229213597006e+01,2.282479286193847656e+01
2.986931757528204301e+01,2.080835914611816406e+01
3.000447285842811240e+01,2.025054740905761719e+01
3.013962814157418535e+01,2.074661636352539062e+01
3.027478342472025830e+01,2.088897323608398438e+01
3.040993870786633124e+01,1.836340141296386719e+01
3.054509399101240419e+01,1.721585273742675781e+01
3.068024927415847714e+01,1.791492652893066406e+01
3.081540455730455008e+01,2.053188514709472656e+01
3.095055984045062303e+01,2.279593849182128906e+01
3.108571512359669597e+01,2.181176376342773438e+01
3.122087040674276892e+01,2.059164428710937500e+01
3.135602568988883831e+01,1.909536743164062500e+01
3.149118097303491126e+01,1.970682334899902344e+01
3.162633625618098421e+01,2.064796638488769531e+01
3.176149153932705715e+01,2.065598678588867188e+01
3.189664682247313010e+01,1.940713691711425781e+01
3.203180210561919949e+01,1.920393943786621094e+01
3.216695738876527599e+01,2.242675590515136719e+01
3.230211267191134539e+01,2.066946983337402344e+01
3.243726795505742189e+01,2.133183288574218750e+01
3.257242323820349128e+01,1.889210128784179688e+01
3.270757852134956778e+01,2.295421028137207031e+01
3.284273380449563717e+01,2.337275886535644531e+01
3.297788908764171367e+01,2.076116752624511719e+01
3.311304437078778307e+01,2.240570640563964844e+01
3.324819965393385957e+01,1.880688285827636719e+01
3.338335493707992896e+01,1.897440147399902344e+01
3.351851022022599835e+01,2.255219459533691406e+01
3.365366550337207485e+01,2.170848274230957031e+01
3.378882078651814425e+01,2.089084243774414062e+01
3.392397606966422074e+01,1.893179321289062500e+01
3.405913135281029014e+01,2.139378356933593750e+01
3.419428663595636664e+01,2.085147857666015625e+01
3.432944191910243603e+01,2.222827529907226562e+01
3.446459720224851253e+01,2.221712684631347656e+01
3.459975248539458192e+01,1.073837471008300781e+01
