频率(Hz),功率谱密度
2.953458146117392147e+01,5.514998912811279297e+00
2.968840740628419894e+01,4.724232673645019531e+00
2.984223335139447997e+01,5.751089096069335938e+00
2.999605929650476099e+01,6.208410263061523438e+00
3.014988524161504202e+01,5.582221984863281250e+00
3.030371118672532305e+01,4.122174739837646484e+00
3.045753713183560407e+01,4.395322322845458984e+00
3.061136307694588510e+01,5.049465179443359375e+00
3.076518902205616612e+01,5.225483417510986328e+00
3.091901496716644715e+01,4.828806400299072266e+00
3.107284091227672818e+01,4.307570457458496094e+00
3.122666685738700920e+01,3.745817422866821289e+00
3.138049280249729023e+01,3.638060092926025391e+00
3.153431874760757125e+01,3.132093191146850586e+00
3.168814469271785228e+01,3.456837177276611328e+00
3.184197063782813331e+01,3.622331619262695312e+00
3.199579658293841433e+01,3.377026081085205078e+00
3.214962252804869536e+01,3.297314643859863281e+00
3.230344847315897283e+01,3.639941215515136719e+00
3.245727441826925741e+01,3.631371736526489258e+00
3.261110036337953488e+01,2.854583501815795898e+00
3.276492630848981946e+01,3.961922168731689453e+00
3.291875225360009694e+01,4.370192527770996094e+00
3.307257819871038151e+01,3.130233764648437500e+00
3.322640414382065899e+01,3.152237415313720703e+00
3.338023008893094357e+01,3.216949462890625000e+00
3.353405603404122104e+01,3.104438543319702148e+00
3.368788197915150562e+01,3.483925104141235352e+00
3.384170792426178309e+01,3.549656629562377930e+00
3.399553386937206056e+01,3.419650077819824219e+00
3.414935981448234514e+01,3.396141052246093750e+00
3.430318575959262262e+01,3.339515686035156250e+00
3.445701170470290720e+01,3.602108001708984375e+00
3.461083764981318467e+01,3.492322921752929688e+00
3.476466359492346925e+01,3.223988533020019531e+00
3.491848954003374672e+01,3.312618017196655273e+00
3.507231548514403130e+01,3.302670240402221680e+00
3.522614143025430877e+01,3.256874084472656250e+00
3.537996737536459335e+01,3.217950344085693359e+00
3.553379332047487082e+01,2.689933300018310547e+00
3.568761926558515540e+01,2.509070873260498047e+00
3.584144521069543288e+01,2.458168745040893555e+00
3.599527115580571746e+01,2.260539054870605469e+00
3.614909710091599493e+01,2.427002429962158203e+00
3.630292304602627951e+01,2.628472566604614258e+00
3.645674899113655698e+01,2.948824882507324219e+00
3.661057493624683445e+01,2.686036825180053711e+00
3.676440088135711903e+01,3.095263957977294922e+00
3.691822682646739651e+01,2.846834897994995117e+00
3.707205277157768109e+01,2.525046586990356445e+00
3.722587871668795856e+01,2.393625736236572266e+00
3.737970466179824314e+01,2.797496080398559570e+00
3.753353060690852061e+01,2.108129262924194336e+00
3.768735655201880519e+01,1.784112215042114258e+00
3.784118249712908266e+01,1.940270900726318359e+00
3.799500844223936724e+01,2.232115030288696289e+00
3.814883438734964471e+01,2.343899250030517578e+00
3.830266033245992929e+01,2.294255733489990234e+00
3.845648627757020677e+01,2.263295173645019531e+00
3.861031222268049135e+01,2.417165040969848633e+00
3.876413816779076882e+01,1.935211539268493652e+00
3.891796411290105340e+01,1.636891007423400879e+00
3.907179005801133087e+01,2.239254713058471680e+00
3.922561600312161545e+01,2.727985620498657227e+00
3.937944194823189292e+01,1.601339101791381836e+00
