频率(Hz),功率谱密度
3.532831863215934476e+01,4.944493103027343750e+01
3.548674158566678472e+01,4.894395446777343750e+01
3.564516453917422467e+01,5.558932876586914062e+01
3.580358749268167173e+01,5.470318222045898438e+01
3.596201044618911169e+01,5.269735336303710938e+01
3.612043339969655165e+01,5.341611099243164062e+01
3.627885635320399160e+01,5.374256134033203125e+01
3.643727930671143156e+01,5.280150222778320312e+01
3.659570226021887152e+01,5.143133544921875000e+01
3.675412521372631147e+01,4.854065704345703125e+01
3.691254816723375853e+01,5.122072982788085938e+01
3.707097112074119849e+01,5.338277816772460938e+01
3.722939407424863845e+01,4.751947021484375000e+01
3.738781702775607840e+01,4.524816513061523438e+01
3.754623998126351836e+01,4.300817871093750000e+01
3.770466293477095832e+01,4.700264739990234375e+01
3.786308588827839827e+01,5.201262664794921875e+01
3.802150884178584533e+01,5.287921524047851562e+01
3.817993179529328529e+01,5.657619476318359375e+01
3.833835474880072525e+01,5.460076141357421875e+01
3.849677770230816520e+01,5.091849899291992188e+01
3.865520065581560516e+01,4.865595626831054688e+01
3.881362360932304512e+01,5.136504364013671875e+01
3.897204656283049218e+01,4.736951065063476562e+01
3.913046951633793213e+01,4.953157806396484375e+01
3.928889246984537209e+01,4.972848510742187500e+01
3.944731542335281205e+01,4.718746566772460938e+01
3.960573837686025200e+01,4.743816757202148438e+01
3.976416133036769196e+01,4.765940093994140625e+01
3.992258428387513192e+01,4.889740371704101562e+01
4.008100723738257898e+01,4.872685241699218750e+01
4.023943019089001893e+01,5.030012512207031250e+01
4.039785314439745889e+01,5.189208984375000000e+01
4.055627609790489885e+01,2.440694808959960938e+01
